date,open,close,high,low,volume,money
2021-02-10,23.0,21.92,29.8,20.0,32765924.0,766678154.44
2021-02-18,27.0,34.35,43.0,26.99,34589942.0,1170083945.5
2021-02-19,32.0,32.0,34.13,27.91,28492005.0,880209482.87
2021-02-22,31.0,33.76,39.98,30.11,30595634.0,1058147182.61
2021-02-23,30.0,27.85,33.3,27.72,24982802.0,753805367.21
2021-02-24,26.25,26.94,29.5,25.84,20106582.0,559416332.13
2021-02-25,27.14,26.15,28.76,25.78,19786256.0,536515599.35
2021-02-26,24.0,23.18,24.81,23.16,17957339.0,429261101.04
2021-03-01,22.93,22.83,23.37,22.31,13730416.0,312605545.31
2021-03-02,22.84,24.04,24.13,22.22,16054279.0,370457488.58
2021-03-03,23.27,22.79,23.47,22.75,12407378.0,285607790.94
2021-03-04,22.33,21.19,23.1,20.95,12767214.0,282334786.4
2021-03-05,20.8,21.4,21.96,20.11,11197974.0,238531324.41
2021-03-08,21.68,25.68,25.68,21.5,17550886.0,428403691.05
2021-03-09,26.5,23.63,26.89,23.21,23316002.0,573781321.22
2021-03-10,22.86,22.28,24.26,21.88,15326922.0,349170939.74
2021-03-11,21.78,22.4,22.8,20.94,12134630.0,265766948.9
2021-03-12,22.01,21.67,22.95,21.5,11853371.0,263623065.06
2021-03-15,21.52,22.36,23.0,21.21,11653081.0,256913811.9
2021-03-16,22.0,21.76,22.14,21.42,9061496.0,196971571.98
2021-03-17,21.5,22.65,22.88,21.27,12565711.0,279487353.13
2021-03-18,22.37,23.98,24.76,22.36,19569350.0,465191152.77
2021-03-19,23.07,25.01,25.75,22.6,21015880.0,510965030.84
