date,open,close,high,low,volume,money
2020-08-24,222.0,197.5,242.0,182.2,9528649.0,1936848281.0
2020-08-25,193.0,208.0,220.0,188.4,7172702.0,1452953604.24
2020-08-26,200.1,185.0,204.94,183.88,4697524.0,912538699.08
2020-08-27,184.99,162.55,184.99,161.55,4239186.0,717271960.14
2020-08-28,161.0,155.22,169.44,155.0,3294549.0,529201225.27
2020-08-31,156.0,156.38,158.9,153.5,2221357.0,348594464.61
2020-09-01,155.81,158.23,164.37,155.81,2175543.0,347377988.72
2020-09-02,160.9,152.01,160.99,151.0,2191517.0,337361347.07
2020-09-03,150.3,145.01,151.9,144.4,2251876.0,330596397.4
2020-09-04,144.0,147.4,148.99,142.52,1471958.0,216107306.24
2020-09-07,145.09,143.99,150.37,143.5,1644060.0,241526392.69
2020-09-08,144.0,139.99,145.5,139.3,1611357.0,227777975.87
2020-09-09,139.51,133.43,139.51,133.36,1584933.0,215117272.46
2020-09-10,135.02,128.0,135.94,128.0,1431910.0,188705761.96
2020-09-11,127.17,137.87,142.59,126.01,2250479.0,303911473.95
2020-09-14,136.0,138.18,139.69,135.51,1670072.0,229634161.79
2020-09-15,137.49,140.27,145.5,134.68,2071805.0,291292112.61
2020-09-16,138.97,147.0,148.08,136.62,2628127.0,378503664.2
2020-09-17,147.0,143.21,154.0,142.82,3312202.0,495830875.6
2020-09-18,142.1,140.35,143.98,138.75,1645131.0,230926731.51
2020-09-21,138.8,138.87,140.68,138.05,1003012.0,139570992.56
2020-09-22,137.92,134.74,137.93,134.53,1323778.0,180196761.2
2020-09-23,136.49,140.92,143.17,136.0,1659532.0,233433410.06
2020-09-24,139.01,141.86,145.66,138.83,2008553.0,285600071.9
2020-09-25,140.0,138.62,144.68,138.06,1484778.0,209942991.28
2020-09-28,137.97,133.98,139.8,133.62,1090424.0,148741828.44
2020-09-29,135.07,133.79,135.89,133.6,608432.0,81898144.93
2020-09-30,134.37,131.7,134.95,131.16,709294.0,94237372.55
2020-10-09,133.8,137.34,138.4,133.5,904190.0,123300186.38
2020-10-12,138.08,140.75,140.85,138.08,1073918.0,150146140.44
2020-10-13,140.72,141.48,142.32,138.0,1191424.0,167078494.59
2020-10-14,141.74,145.6,146.41,141.04,1737453.0,250041204.35
2020-10-15,148.96,158.19,163.47,148.96,3438628.0,540379419.67
2020-10-16,155.0,150.8,157.89,150.8,1842278.0,282452452.15
2020-10-19,154.0,147.0,154.01,147.0,1108802.0,166521060.33
2020-10-20,146.58,152.7,153.97,146.57,1464138.0,221617838.73
2020-10-21,153.7,151.71,155.48,151.51,1486431.0,227782749.46
2020-10-22,149.29,148.94,152.79,148.01,1132080.0,169932285.42
2020-10-23,149.5,148.9,153.69,147.8,1172027.0,176116556.91
2020-10-26,148.95,147.95,149.9,144.01,870798.0,127944768.83
2020-10-27,146.52,148.8,149.54,145.2,909851.0,134233604.49
2020-10-28,148.0,156.3,158.79,147.8,2139354.0,333091484.86
2020-10-29,152.56,151.87,155.55,151.3,1402167.0,214330205.72
2020-10-30,151.3,149.87,156.35,148.0,1729953.0,263875342.45
2020-11-02,149.61,147.51,152.27,144.68,1209652.0,178440340.04
2020-11-03,147.58,150.34,151.0,146.3,866859.0,129099940.64
2020-11-04,151.11,147.72,151.14,146.16,727731.0,107807296.3
2020-11-05,148.68,149.88,150.96,147.2,800609.0,119652616.03
2020-11-06,150.01,153.65,155.8,150.01,1887368.0,290366183.66
2020-11-09,154.67,158.98,160.6,152.28,1567983.0,246351043.61
2020-11-10,161.76,158.24,167.48,158.22,2089078.0,341173607.43
2020-11-11,157.0,152.01,159.89,151.71,1229759.0,190621893.49
2020-11-12,150.9,153.26,153.32,148.8,1053448.0,158976887.74
2020-11-13,151.0,153.05,153.58,150.86,477220.0,72707014.8
2020-11-16,154.5,162.11,165.48,153.8,1773278.0,285264885.23
2020-11-17,162.8,164.89,166.48,160.61,1544725.0,253680863.95
2020-11-18,163.99,162.3,167.29,160.11,1154256.0,188413468.58
2020-11-19,161.0,168.17,170.0,158.05,1891696.0,313949912.62
2020-11-20,167.0,165.43,173.51,164.81,1326947.0,222667927.82
2020-11-23,165.13,163.29,166.69,162.2,827373.0,135447649.3
2020-11-24,163.49,161.51,164.29,160.8,679997.0,110402013.34
2020-11-25,161.72,160.81,162.9,159.08,661846.0,106616478.78
2020-11-26,160.31,162.3,166.21,160.0,758708.0,123966624.5
2020-11-27,162.87,157.71,162.87,157.01,810891.0,129184873.61
2020-11-30,157.31,153.0,159.0,153.0,905403.0,140468163.55
2020-12-01,153.0,155.2,155.88,152.0,594987.0,91461681.98
2020-12-02,154.15,152.5,155.89,151.99,588170.0,90153748.32
2020-12-03,152.99,155.02,155.59,152.04,562450.0,86530364.0
2020-12-04,154.03,155.02,158.1,153.99,593512.0,92291677.13
2020-12-07,155.0,155.83,157.06,154.21,468774.0,73158789.8
2020-12-08,156.46,155.47,156.75,153.43,405200.0,62804570.16
2020-12-09,154.55,149.45,156.66,149.45,604900.0,92855401.13
2020-12-10,149.45,150.6,150.81,145.0,629189.0,93150004.37
2020-12-11,149.6,147.4,152.78,145.07,547337.0,81369000.62
2020-12-14,146.05,147.01,148.15,145.2,413000.0,60509264.73
2020-12-15,147.0,143.01,147.0,142.8,564261.0,81402306.29
2020-12-16,144.97,140.4,144.97,140.01,443586.0,62751414.42
2020-12-17,141.66,142.12,143.78,140.6,399774.0,56873095.48
2020-12-18,142.22,138.98,142.97,138.9,454543.0,63871165.71
2020-12-21,138.8,138.6,140.49,138.1,437582.0,60949909.82
2020-12-22,138.72,137.3,140.89,137.1,438154.0,60794678.56
2020-12-23,137.08,133.0,138.21,132.82,916600.0,123733981.59
2020-12-24,132.7,133.83,138.88,131.61,708886.0,95809831.78
2020-12-25,133.0,135.03,135.62,132.18,442695.0,59352541.75
2020-12-28,133.21,128.03,133.21,128.0,939306.0,121697392.93
2020-12-29,127.08,127.21,130.42,126.8,494438.0,63424399.08
2020-12-30,127.87,127.8,128.92,126.53,442352.0,56565185.58
2020-12-31,127.84,130.7,131.19,127.66,519737.0,67615416.97
2021-01-04,135.02,141.65,144.0,135.02,1251469.0,176027720.28
2021-01-05,140.29,142.99,145.0,139.51,780887.0,111152043.96
