date,open,close,high,low,volume,money
2020-11-11,70.0,62.53,70.0,61.35,21383146.0,1407836523.05
2020-11-12,60.58,57.53,64.99,55.8,14329975.0,863243857.26
2020-11-13,56.0,58.35,60.33,54.05,10485145.0,600613709.18
2020-11-16,57.32,60.5,60.7,56.39,8728745.0,516253065.81
2020-11-17,61.3,70.7,73.1,58.59,15604969.0,995342880.02
2020-11-18,68.61,65.1,69.88,65.03,12045332.0,809731753.05
2020-11-19,63.43,63.29,67.88,62.08,9398254.0,609208344.2
2020-11-20,63.0,62.1,63.3,59.26,8446686.0,516972690.61
2020-11-23,61.95,59.88,61.96,58.74,6588691.0,396716221.32
2020-11-24,60.0,59.0,62.33,58.9,7021003.0,426197165.1
2020-11-25,57.79,57.97,59.0,56.68,6060616.0,350751539.33
2020-11-26,57.87,58.45,60.5,57.29,4868142.0,286964583.18
2020-11-27,58.0,56.46,58.36,55.2,5272404.0,298395533.99
2020-11-30,56.3,57.08,58.97,56.02,4689552.0,269435105.39
2020-12-01,57.5,56.93,59.3,56.8,4566927.0,263821152.71
2020-12-02,56.36,58.78,59.75,56.31,6207286.0,360860356.2
2020-12-03,58.01,56.13,59.18,56.02,4898207.0,281202914.83
2020-12-04,55.9,54.95,56.69,54.68,3634762.0,200975528.34
2020-12-07,56.0,55.32,56.81,54.89,3366305.0,188411994.48
2020-12-08,55.35,56.38,56.49,54.51,3023944.0,168602063.65
2020-12-09,56.05,52.99,56.19,52.98,4080458.0,222354779.16
2020-12-10,52.6,50.02,52.6,49.74,4191390.0,213969109.81
2020-12-11,49.77,47.36,49.8,46.9,3722996.0,179138386.65
2020-12-14,47.63,48.2,48.6,47.04,2399119.0,115167316.74
2020-12-15,48.2,47.93,48.46,47.32,1765119.0,84357628.73
2020-12-16,47.5,45.6,47.88,45.3,2864413.0,132195197.16
2020-12-17,45.5,48.6,49.93,45.02,3957394.0,190874110.42
2020-12-18,49.39,48.15,51.7,47.0,4277680.0,214403184.8
2020-12-21,48.0,50.75,51.59,46.63,3753608.0,186756063.32
2020-12-22,49.81,48.86,50.74,48.47,2500954.0,123593256.13
2020-12-23,48.5,49.29,50.3,47.41,2680614.0,131186724.78
2020-12-24,49.24,49.4,50.66,48.6,2683118.0,133112946.1
2020-12-25,48.99,46.77,49.3,46.76,2124111.0,101751024.3
2020-12-28,46.97,42.2,46.97,42.15,3288676.0,144948187.63
2020-12-29,42.15,42.25,43.79,41.8,2407767.0,102960506.09
2020-12-30,41.89,42.57,43.57,41.56,2364545.0,100494005.17
2020-12-31,42.9,42.91,43.58,42.29,1897048.0,81321803.81
2021-01-04,42.95,44.28,44.59,42.86,2142689.0,94196361.36
2021-01-05,44.01,46.13,46.88,43.47,3178224.0,143591799.01
2021-01-06,46.02,43.61,46.02,43.0,2504832.0,110873174.7
2021-01-07,43.6,40.7,44.5,40.3,2772203.0,116145740.67
2021-01-08,40.71,40.42,41.48,39.1,1699633.0,68874367.39
2021-01-11,40.0,38.83,41.99,38.52,2365964.0,94865429.98
2021-01-12,38.66,37.73,38.97,37.38,2507886.0,95436612.47
2021-01-13,38.1,36.92,38.15,35.89,2189515.0,80612344.87
2021-01-14,36.69,38.8,39.93,36.42,3227361.0,124483611.89
2021-01-15,38.98,39.38,40.64,38.2,2876694.0,114179175.64
2021-01-18,39.03,40.52,41.37,39.02,2818428.0,113985533.71
2021-01-19,41.29,39.99,41.29,39.9,2139184.0,86525250.52
2021-01-20,40.0,39.69,40.89,39.41,1517462.0,60595317.22
2021-01-21,39.92,39.0,39.92,38.8,1517696.0,59627542.91
2021-01-22,38.8,39.71,40.55,37.51,3204961.0,125356582.19
2021-01-25,39.02,40.94,41.57,37.81,3481155.0,139305079.04
2021-01-26,40.7,41.55,41.58,39.92,2784403.0,113774247.79
2021-01-27,41.6,41.12,41.88,40.13,1853867.0,76009532.42
2021-01-28,40.38,40.67,42.3,40.16,2063987.0,85755685.04
